Name,Ticker,Description,Change (%),Volume (24H),Market Cap,Holders,PriceETH,PriceBTC,PriceUSD
TrakInvest Token,TRAK,Virtual social trading platform for equities and cryptocurrencies powered by proprietary AI engine,NA,0,147852,5530,0,0,0.0018
DOVU,DOV,"DOVU, partially owned by Jaguar Land Rover, is a tokenized data economy for DeFi carbon offsetting.",22.66,919477,11781076,5510,1e-5,1e-6,0.0396
Robotina token,ROX,"Internet of things, artificial intelligence and blockchain empowering energy consumers",28.07,196,2190095,5508,2e-6,0,0.0084
Gemini dollar,GUSD,Gemini dollar combines the creditworthiness and price stability of the U.S. dollar with blockchain technology and the oversight of U.S. regulators.,-0.27,10286280,81778468,5482,2.42e-4,2e-5,0.9883
XinFin XDCE,XDCE,Hybrid Blockchain technology company focused on international trade and finance.,4.75,9887375,984084967,5467,2e-5,2e-6,0.0796
Wrapped NXM,wNXM,Blockchain based solutions for smart contract cover.,12.719999999999999,47404357,236712889,5408,0.027615999999999998,0.00223,112.57
Plasma,PPAY,"PPAY is designed as the all-in-one defi service token combining access, rewards, staking and governance functions.",7.78,1970855,27293980,5406,4.4000000000000006e-5,4e-6,0.17990000000000003
UltrainGas,UGAS,Ultrain Technology Limited is the next generation public-blockchain technology venture that focuses on building a high performance decentralized blockchain platform through its programmable tech-infrastructure.,12.450000000000001,1376911,8316551,5384,7e-6,1e-6,0.0293
REMME,REM,Distributed Public Key Infrastructure (PKI) protocol with a set of DApps to enable passwordless authentication,2.4099999999999997,120509,3505967,5372,1e-6,0,0.0038
FintruX Network,FTX,The Global P2P Lending Ecosystem Powered By Ethereum And No-Code Development.,9.75,1649,2127731,5363,6e-6,1e-6,0.025500000000000002
Tracto,TRCT,A technology for rapid and anonymous coin transaction organization.,NA,0,6700,5336,0,0,2e-4
SWARM,SWM,Aims to be the Blockchain for Private Equity.,12.7,13737,11874039,5295,3.7e-5,3e-6,0.1521
Antimatter.Finance Governance Token,MATTER,AntiMatter is a lightweight on-chain DeFi perpetual derivative protocol based on a polarized token model.,8.629999999999999,385053,15347865,5278,3.7e-4,3e-5,1.51
Melon Token,MLN,"Enzyme is a way to build, scale, and monetize investment strategies",4.8,6646183,146018935,5256,0.026745,0.002159,109.02
Themis,GET,"Themis is a trusted blockchain infrastructure based on group escrow service,
the problmes of fair exchanges which using cryptocurrencies as the medium, and helping to build a new generation of trusted network.",6.57,211506,56305,5235,1e-6,0,0.0049
OriginSport Token,ORS,A blockchain based sports betting platform,10.62,328370,1521985,5231,2e-6,0,0.0079
Hegic,HEGIC,Hegic is an on-chain peer-to-pool options trading protocol built on Ethereum.,12.62,4920727,95572506,5217,4.600000000000001e-5,4e-6,0.1878
Goldmint MNT Prelaunch Token,MNTP,"The GoldMint Company is a global network of Custody Bot terminals, both proprietary and franchised. They are designed to implement the exchange of physical gold to local fiat currency or GOLD cryptocurrency and vice versa.",2.4499999999999997,500,766051,5207,1.0400000000000001e-4,8e-6,0.42540000000000006
mStable USD,mUSD,"The mStable Standard is a protocol with the goal of making stablecoins and other tokenized assets easy, robust, and profitable.",1.24,31071,36169127,5167,2.48e-4,2e-5,1.01
Aergo,AERGO,Aergo is an open platform that allows businesses to build innovative applications and services by sharing data on a trustless and distributed IT ecosystem.,3.88,4711878,70917754,5105,6.6e-5,5e-6,0.26780000000000004
NapoleonX,NPX,The crypto asset manager piloting trading bots.,12.08,6852,10393794,5056,1.01e-4,8e-6,0.41030000000000005
Lendingblock,LND,"Lendingblock is an open exchange for cryptocurrency loans, where borrowers and lenders are instantly matched in simple, safe and transparent way.",32.449999999999996,1914,1682760,5044,1e-6,0,0.0021
Litentry,LIT,Litentry is a Decentralized Identity Aggregator that enables linking user identities across multiple networks.,13.239999999999998,24661080,132153877,5020,0.001793,1.4500000000000003e-4,7.31
ChartEx,CHART,"ChartEx is a leading provider of full Candlestick charting for markets on Uniswap, the largest Decentralized Exchange running on the Ethereum Network. ChartEx is expanding to support other DEX platforms and chains and a wide range of trading tools to support are in active development.",13.79,116505,4797654,5019,1.4000000000000001e-5,1e-6,0.0579
On.Live,ONL,The marketplace for paid advice live broadcast and computing power,NA,473,527630,5004,6e-6,0,0.0241
DAPSTOKEN,DAPS,The DAPS project plans to create the world's first fully private blockchain that also maintains the 'Trustless' structure of traditional public blockchains.,565.23,2927,30136021,5003,0,0,5e-4
Darico Ecosystem Coin,DEC,"Darico’s complete solution lets you monitor, trade, invest and spend your cryptocurrencies all from one integrated ecosystem.",NA,409,19318823,4978,7.5e-5,6e-6,0.3066
eBitcoin,EBTC,The eBitcoin Ecosystem aims to bring together many Blockchain companies all under one umbrella-type group.,NA,0,45,4948,0,0,0
Thingschain,TIC,Platform for IoT devices based on blockchain technology. It uses a multilayered architecture which provides a solution to the issues faced by current blockchains like lack of scalability and low transaction throughput rate.,-22.99,1289,278362,4945,0,0,0
OTCBTC Token,OTB,OTCBTC is a blockchain OTC and crypto exchange platform.,50.9,46029,1861690,4919,6e-6,1e-6,0.026000000000000002
CoinUs,CNUS,CoinUs is a integrated business platform with focus on individual's value and experience to provide Human-to-Blockchain Interface.,4.92,17,1117993,4902,0,0,0.0018
Cofoundit,CFI,Cofound.it is a platform that connects you to teams that have trained to become serious blockchain businesses,NA,0,5214430,4866,4e-6,0,0.016
HPBCoin,HPB,"HPB (High-Performance Blockchain) is a block chain hardware and software architecture, which includes chip acceleration aiming to realize the performance extensions of distributed applications",11.39,2334190,12014006,4857,7.699999999999999e-5,6e-6,0.3144
Airbloc,ABL,"AIRBLOC is a decentralized personal data protocol where individuals would be able to monetize their data, and advertisers would be able to buy these data to conduct targeted marketing campaigns for higher ROIs.",0.32999999999999996,143517,13771638,4854,1.2e-5,1e-6,0.0494
Kind Ads Token,KIND,Kind Ads is an advertising platform that serves user-friendly ads through more effective channels like email and push notifications.,1.1700000000000002,105,195085,4812,1e-6,0,0.0057
DEW,DEW,"DEW is a Decentralized Exchange and also a gateway to the global blockchain securities market, through an almighty account, you can trade Blockchain Assets, Stocks, Futures, Forex, ETF, Bet Contract etc.",NA,0,8327635,4803,2e-5,2e-6,0.08070000000000001
Mindexcoin,MIC,Mindexcoin (MIC) is a token that enables data operations in the Ethereum Decentralized Network.,NA,14,91165,4789,1e-6,0,0.0023
KuCoin Token,KCS,"KCS performs as the key to the entire KuCoin ecosystem, and it will also be the native asset on KuCoin’s decentralized financial services as well as the governance token of KuCoin Community.",8.219999999999999,32922355,940303431,4779,0.0029,2.34e-4,11.82
Pangea Arbitration Token,PAT,Decentralised Borderless Voluntary Nation (DBVN),NA,0,6670703,4744,0,0,2e-4
XIO Network,XIO,"Blockzero is a decentralized autonomous accelerator that helps blockchain projects reach escape velocity. Users can help build, scale, and own the next generation of decentralized projects at blockzerolabs.io.",15.94,76471,19535861,4729,1.3000000000000002e-4,1.1000000000000001e-5,0.5318
Function X,FX,"Function X is an ecosystem built entirely on and for the blockchain. It consists of five elements: f(x) OS, f(x) public blockchain, f(x) FXTP, f(x) docker and f(x) IPFS.",6.17,1136744,151040099,4713,1.4700000000000002e-4,1.2e-5,0.5997
Sharder,SS,Multi-chain storage & validation network.,22.130000000000003,8574,2479561,4707,3e-6,0,0.0109
BoutsPro,BOUTS,Professional Karate Sports Organization,-17.17,412,511006,4684,3e-6,0,0.0105
FaithCoin,FAITH,FaithCoin is the secure Ethereum token embedded with prayer and bible verses.,NA,0,6699,4576,0,0,9e-4
Hiveterminal Token,HVN,A blockchain based platform providing you fast and low-cost liquidity.,-3.56,387170,18151444,4558,1.2e-5,1e-6,0.0505
Dapp Token,DAPPT,"A platform to discover and analyze thousands of ranked dapps built on Ethereum, EOS, Steem, Tron, TomoChain, IOST and Blockstack.",-4.7700000000000005,6475863,11277901,4543,2e-6,0,0.0081
Talao,TALAO,Reputation Protocol and Decentralized Marketplace based on Ethereum blockchain,NA,0,565464,4519,1.4000000000000001e-5,1e-6,0.0553
Digg,DIGG,Digg is an elastic bitcoin-pegged token and governed by BadgerDAO.,2.77,463225,39453799,4516,1.2425789999999999,0.907726,45827
Shadows Network,DOWS,"Shadows is a hub for issuing, trading, lending and borrowing synthetic assets.",13.8,274634,9779661,4510,2.5e-4,2e-5,1.02
Hakka Finance,HAKKA,Hakka decentralized finance ecosystem. Warped spacetime with crypto native primitives.,7.94,1524345,17311612,4483,2.2000000000000003e-5,2e-6,0.08929999999999999
DMarket,DMT,a blockchain-based cross-game universe for turning virtual items into real assets.,4.359999999999999,3535819,50479224,4477,2.42e-4,2e-5,0.9874999999999999
Offshift,XFT,Offshift is a cryptographically private offshore storage & DeFi protocol on Ethereum.,-0.27,173269,7247046,4471,5.960000000000001e-4,4.8e-5,2.4299999999999997
Fei USD,FEI,"Fei Protocol ($FEI) represents a direct incentive stablecoin which is undercollateralized and fully decentralized.
FEI employs a stability mechanism known as direct incentives - dynamic mint rewards and burn penalties on DEX trade volume to maintain the peg.",3.48,39196088,1023509306,4447,2.43e-4,2e-5,0.99
Coinvest COIN V3 Token,COIN,Coinvest is a trading platform (and market maker) where you make investment transactions and redeem profit from your trades through a process that is decentralized and handled by smart contracts.,2.5,401444,27976703,4446,8.400000000000001e-5,7e-6,0.3433
TEAM,TEAM,"TEAM is a utility token for TokenStars - the talent management platform, that connects sports & entertainment stars with fans and advertisers, bringing interaction between them to a new level.",-14.55,2404,78379,4445,2e-6,0,0.0075
Tokia,TKA,Mobile exchange & Digital currency wallet,NA,0,34494,4440,0,0,8e-4
Dether,DTH,"A peer-to-peer ecosystem of crypto buyers, sellers and physical shops.",-4.63,4879,2112561,4414,6e-6,0,0.024900000000000002
Quickswap,QUICK,QuickSwap is a Layer 2 DEX powered by Matic Network.,18.650000000000002,30796148,128866702,4397,0.196529,0.015868,801.09
LocalCoinSwap Cryptoshare,LCS,"Directly trade any cryptocurrency, using any conceivable payment method, in any geographical location.",9.98,769,1613652,4397,1e-5,1e-6,0.0422
BlockCAT,CAT,"BlockCAT lets anyone create, manage, and deploy smart contracts on the Ethereum blockchain with just a few clicks. No programming required.",NA,0,114790,4396,4e-6,0,0.0156
ChangeBank,CAG,"The Reward Token (CAG) is a token of Change’s investment platform. The Change investment app and debit card provide a way to use cryptocurrencies, stocks, gold, and more.",133.23999999999998,13910,2803582,4389,3.5000000000000004e-5,3e-6,0.14250000000000002
LOCIcoin,LOCI,Platform for Intellectual Property Discovery and Mining.,NA,431,122313,4368,1e-6,0,0.003
PolkaFoundry,PKF,PolkaFoundry is a platform for making DeFi dapps on Polkadot ecosystem. It comes with some DeFi-friendly services and intergrates with external ones to facilitate the creation of dapps.,16.939999999999998,481460,18708987,4359,2.99e-4,2.4e-5,1.22
Decision Token,HST,Horizon State has built a token-based blockchain voting and decision-making platform that delivers unprecedented trust through the integrity and post-unforgeable attributes of blockchain technology.,NA,0,5065,4339,0,0,1e-4
Real Estate Asset Ledger,REAL,Real Estate Blockchain innovations.,NA,0,399,4333,0,0,0
LAtoken,LA,"LATOKEN aims to transform access to capital, and enables cryptocurrencies to be widely used in the real economy by making real assets tradable in crypto.",27.29,1572270,16036780,4323,6.4e-5,5e-6,0.2589
UnmarshalToken,MARSH,"Unmarshal is the multichain DeFi Data Network. It provides the easiest way to query Blockchain data from Ethereum, Binance Smart Chain, and Polkadot.",11.61,883756,30028585,4269,9.4e-4,7.599999999999999e-5,3.8299999999999996
TESLA,TSL,Energo Labs integrates blockchain into the energy sector to establish Decentralized Autonomous Energy (DAE) communities where energy is a digital asset that can be traded for several applications.,12.34,3430,413470,4261,0,0,7e-4
Ethereum Blue,BLUE,BLUE is anERC20 token built from the ground-up to facilitate payments and transfers without sacrificing your security.,5.09,4692654,1459959,4241,1e-5,1e-6,0.0398
YOP,YOP,Yield Optimization Platform aims to provide a DeFi service for everyone with an all-in-one Mobile yOptimization Application.,24.22,1697491,17045048,4239,4.1200000000000004e-4,3.3e-5,1.6800000000000002
Ormeus Coin,ORME,Ormeus Coin is a new digital money system backed by an industrial crypto mining operation,31.6,4938,353266,4196,5e-6,0,0.0207
Tokenomy,TEN,Blockchain Project Launchpad & Token Exchange,13.47,682343,7916021,4195,1.7e-5,1e-6,0.06770000000000001
Portion Token,PRT,"Portion is an online marketplace connecting artists and collectors through Blockchain technology to easily sell, invest and own art and collectibles with complete transparency.",7.7,109442,11661757,4189,1.7e-5,1e-6,0.0692
ConnectJob,CJT,"ConnectJob, Decentralized App to offer users to pay services with crypto.",2.8,5,61622,4185,0,0,5e-4
CryCash,CRC,"CRYCASH is the first cryptocurrency that satisfies all needs of gamers and game developers with its Ecosystem of custom-tailored services. CRYCASH has already confirmed integration into the renowned bestsellers from Crytek, with more partners to come. Connect with tomorrow’s technology today!",11.59,15973,339004,4165,1.7e-5,1e-6,0.07
VisionX,VNX,VisionX bridges companies across industries for AI Solutions,1.71,4284,35439,4161,0,0,0
Non-Fungible Yearn,NFY,Non-Fungible Yearn is a DeFi platform aims to utilize the full potential of Non-Fungible Tokens (NFTs) in the DeFi sector. The platform will allow user to stake their various cryptocurrency holdings in multiple different pools to earn governance token - NFY.,15.49,335191,19195586,4124,0.06676800000000001,0.005391,272.16
EngagementToken,EGT,Rewarding publishers and creators.,NA,0,7591,4115,0,0,0
SkinCoin,SKIN,SkinCoin is a multipurpose cryptocurrency for gaming industry.,-7.67,39139,279574,4054,1e-6,0,0.003
Patientory,PTOY,"PTOY is the native token of PTOYMatrix, the HIPAA compliant blockchain enabled Health Information Exchange and Storage System. The token provides unit economics for health data auditability and access to the PTOYMatrix which aims to ensure access to healthcare information is secure and encrypted.",-0.23,20461,2425123,4046,7e-6,1e-6,0.0288
Mallcoin Token,MLC,"An international e-commerce site created for users from all over the world, who sell and buy various products and services with tokens.",-1.85,0,2762994,3974,4e-6,0,0.0157
TIME,TIME,"ChronoBank.io is a wide-ranging blockchain project, aimed at disrupting the HR/recruitment/finance industries",42.660000000000004,148624,9758389,3972,0.0033610000000000003,2.7100000000000003e-4,13.7
GRID,GRID,"Grid+ creates products that enable mainstream use of digital assets and cryptocurrencies. Grid+ strives to be the hardware, software, and cryptocurrency experts building the foundation for a more efficient and inclusive financial future.",7.02,209413,11573320,3960,7.199999999999999e-5,6e-6,0.2947
STASIS EURS Token,EURS,EURS token is a virtual financial asset that is designed to digitally mirror the EURO on the condition that its value is tied to the value of its collateral.,2.9,803342,40636199,3922,3.12e-4,2.5e-5,1.27
Falcon,FNT,Falcon Project it's a DeFi ecosystem which includes two completely interchangeable blockchains - ERC-20 token on the Ethereum and private Falcon blockchain. Falcon Project offers its users the right to choose what suits them best at the moment: speed and convenience or anonymity and privacy.,14.58,76733,18190268,3896,0,0,0.002
PitisCoin,PTS,MyPW is a multi crypto wallet.,NA,0,43891,3896,0,0,1e-4
Yuan Chain New,YCC,,3.14,455638,97669186,3870,5e-6,0,0.021500000000000002
Moeda Loyalty Points,MDA,"Moeda is a cooperative banking system powered by blockchain, built for everyone.",5.930000000000001,4650193,28652359,3857,3.58e-4,2.9e-5,1.46
FLIP,FLP,FLIP CRYPTO-TOKEN FOR GAMERS FROM GAMING EXPERTS,-13.29,186,442703,3855,2e-6,0,0.0079
Sentinel Chain,SENC,B2B marketplace specifically designed to provide affordable and secure financial services to the unbanked,-0.74,59572,744860,3850,1e-6,0,0.0024000000000000002
VOISE,VOISE,Block-Chain Powered Music Platform.,NA,0,1548,3823,0,0,0
Verify,CRED,A distributed reputation protocol built on the Ethereum blockchain.,NA,0,186458,3808,3e-6,0,0.012
OSAToken,OSA,"Real-life blockchain and AI application for retail, the world’s biggest industry",0.7,5767,201649,3805,0,0,1e-4
Trident Group,TRDT,"The Trident Group Cryptographic Token (TRDT) is the lifeblood of the Trident Blockchain Platform, allowing the instant & secure transmission of information worldwide while securing the Trident Network.",NA,0,201,3795,0,0,2e-4
AirToken,AIR,"AirToken is an Ethereum-based ERC-20 digital utility token that facilitates the transfer of mobile airtime, data and currency, as well as payments for goods and services, with minimal friction and fees.",NA,0,1550734,3792,0,0,0.0015
GAT,GAT,"GATCOIN aims to transform traditional discount coupons, loyalty points and shopping vouchers into liquid, tradable digital tokens.",NA,468,1828605,3783,1e-6,0,0.0027
ModulTrade Token,MTRc,A smart-contract open ecosystem providing small businesses access to global trade by using a crypto token for payment or borrowing.,NA,0,56211,3774,0,0,0.0015
PKG Token,PKG,"Decentralized game platform operating on Blockchain, using the VR/AR technologies and machine learning tool to enhance the experience of playing games and purchasing digital goods in games.",-18.84,123,517086,3754,0,0,1e-4
Tapmydata,TAP,"The Tapmydata solution is a framework of tools, ledger and decentralised protocol for people to reclaim their digital identity, crystallise unique, verified elements of consent in an NFT and provide a new, transparent channel for legitimate counterparties to blend data and exchange value.",6.99,253026,3829861,3753,9.6e-5,8e-6,0.3919
CargoX,CXO,"CargoX aims to be the independent supplier of blockchain-based Smart B/L solutions that enable extremely fast, safe, reliable and cost-effective global Bill of Lading processing.",-14.629999999999999,155754,39406627,3732,5.8e-5,5e-6,0.23720000000000002
Compound 0x,cZRX,"Compound is an open-source protocol for algorithmic, efficient Money Markets on the Ethereum blockchain.",11.01,10608,212871606,3710,9e-6,1e-6,0.0353
Own,CHX,Own (formerly Chainium) is a security token blockchain project focused on revolutionising equity markets.,32.78,41083,2755890,3708,5e-6,0,0.0192
Crowd Machine Compute Token,CMCT,"Crowd Machine is an advanced distributed computer.
Embedded within the computer is an app development engine that requires no coding, enabling anyone to create decentralized apps and smart contracts without limitation.",2.15,984,440102,3695,0,0,3e-4
AVT,AVT,An open-source protocol that delivers the global standard for ticketing.,16.14,331663,7429285,3682,2.22e-4,1.8e-5,0.9034
ORIUM,ORM,Game utility token,1.47,0,3909,3679,0,0,0
Metronome,MET,A new cryptocurrency focused on making greater decentralization possible and delivering institutional-class endurance.,7.53,74267,61945304,3667,0.001303,1.05e-4,5.31
PAR Stablecoin,PAR,Mimo is a company building DeFi tools in the hope to make blockchain more usable to everyone. They have a lending platform allowing people to borrow PAR and their stable token is algorithmically pegged to the Euro.,2.7600000000000002,495268,2732307,3661,2.99e-4,2.4e-5,1.22
fidentiaX,fdX,Marketplace for Tradable Insurance Policies,NA,0,218545,3660,1e-6,0,0.0021
FUTURAX,FTXT,Cryptocurrency exchanger platform.,NA,6,3827742,3633,0,0,5e-4
NXM,NXM,Nexus Mutual uses the power of Ethereum so people can share risks together without the need for an insurance company.,10.850000000000001,22858,1088105743,3630,0.03856,0.003113,157.18
Xaurum,Xaurum,"Xaurum is unit of value on the golden blockchain, it represents an increasing amount of gold and can be exchanged for it by melting",24.85,40438,1983041,3615,7e-6,1e-6,0.0279
PIX,PIX,"Lampix - a hardware and software solution that aims to turn any surface into a smart, augmented reality [or interactive] surface.",NA,0,114051,3612,0,0,8e-4
Public Mint,MINT,"Public Mint offers a fiat-native blockchain platform open for anyone to build fiat-native applications and accept credit cards, ACH, stablecoins, wire transfers and more.",11.88,65795,14441563,3607,1.54e-4,1.2e-5,0.6296
SunContract,SNC,"The SunContract platform aims to empower individuals, with an emphasis on home owners, to freely buy, sell or trade electricity.",3.14,453894,5886213,3598,1.2e-5,1e-6,0.0478
Uquid Coin,UQC,"The goal of this blockchain asset is to supplement the development of UQUID Ecosystem. In this virtual revolution, coin holders will have the benefit of instantly and effortlessly cash out their coins.",10.42,5051273,242467997,3597,0.005927,4.7900000000000004e-4,24.16
Auctus,AUC,"The world's first retirement plan platform with traditional and cryptocurrency assets, powered by smart contracts & robo advisory.",7.59,24807,7816381,3594,5.5e-5,4e-6,0.2227
dHedge DAO Token,DHT,"dHEDGE is a decentralized asset management protocol connecting investment managers with investors on the Ethereum blockchain in a permissionless, trustless fashion.",2.79,2818191,23484202,3586,5.03e-4,4.1e-5,2.05
TrueDeck,TDP,"TrueDeck is a unified blockchain-based platform built for the online casino industry. TrueDeck provides a medium of exchange for all actors involved i.e. players, developers, operators etc.",5.859999999999999,44069,852696,3586,5e-6,0,0.021300000000000003
Origo,OGO,The Privacy Preserving Platform for Decentralized Applications,0.44,799887,2431480,3578,4e-6,0,0.0147
EthereumMovieVenture,EMV,Ethereum Movie Venture is a blockchain based movie platform.,NA,0,331091,3572,1.2e-5,1e-6,0.0504
Devery.io,EVE,"A blockchain powered, open-source, product verification protocol.",NA,32275,2697833,3564,1.1000000000000001e-5,1e-6,0.0429
IPSX,IPSX,"Blockchain based system fully automated, with full clearing of utility tokens associating the price and distribution based on offer and demand for IPs",NA,17,180619,3563,0,0,2e-4
Boxx,BOXX,An Event Ticketing Blockchain Protocol,NA,0,51089,3562,0,0,0.0015999999999999999
UREEQA Token,URQA,"UREEQA is a platform for Protecting, Managing and Monetizing creative work.",-0.06,377405,9278021,3557,2.03e-4,1.6000000000000003e-5,0.8258000000000001
Jarvis Reward Token,JRT,"Jarvis is a non-custodial financial ecosystem which allows you to manage your assets, from payment to savings, trade any financial markets with any collateral and access any Dapps.",14.99,150443,19320127,3553,3.9e-5,3e-6,0.1605
Sugar Exchange,SGR,"Sugar Exchange aims to be a new type of cryptocurrency trading platform utilizing proven methods, as well as implementing advanced technology to ensure a superior user experience.",NA,44,8936,3553,0,0,4e-4
JSE Token,JSE,JSEcoin is a consumer focused web platform built on top of a browser mined blockchain,5.17,0,44232,3551,0,0,1e-4
Eden Coin,EDN,"EdenChain is a blockchain platform that allows for the capitalization of any and every tangible and intangible asset such as stocks, bonds, real estate, and commodities amongst many others.",-0.12000000000000001,236955,3320018,3537,1e-6,0,0.0055
USDK,USDK,USDK-Stablecoin Powered by Blockchain and US Licenced Trust Company,-1.21,358479181,32505590,3536,2.43e-4,2e-5,0.992
xToken,XTK,xToken is a native governance and staking token.,35.760000000000005,3207323,10865008,3478,6.2e-5,5e-6,0.2544
Coinchase Token,CCH,"Coinchase is a community-based cryptocurrency financial services network. Services including: Blockchain crowdfunding, cryptocurrency savings, cryptocurrency lending, and cryptocurrency games.",NA,86,27374,3478,0,0,0
AXNET,AXN,Centralized & Decentralized Exchange,NA,0,181657,3475,0,0,6e-4
Decent.Bet,DBET,"An open-source blockchain peer-to-peer gaming platform where anyone with an idea can build a game, a predictive market, or a casino room and share in the revenue.",-25.779999999999998,0,253173,3452,2e-6,0,0.0101
NeuroChain Clausius,NCC,Implementing AI Into the Heart of the Blockchain,4.6499999999999995,11320,1074395,3439,1e-6,0,0.0026
Tolar Token,TOL,"Tolar is an open source, community governed crypto-currency featuring scalable, fast, secure, and fair transactions.",5.06,48358,2331096,3428,3e-6,0,0.0105
Starbase,STAR,Starbase is a blockchain token based crowdfunding/ sourcing platform,-1.7,45361,468403,3428,1e-6,0,0.0022
PolyAi,AI,"POLY AI was made with the purpose of attracting investments, in order to serve the AI developing project.",NA,0,223,3411,0,0,1e-4
CashBetCoin,CBC,Casino Betting Coin (CBC) is a cryptocurrency token and operates on the Ethereum platform. CBC is a cryptocurrency designed specifically for use within the gaming sector. It is a token of exchange that players can accumulate to gain benefits.,0.11,636445,15559195,3405,1.8e-5,1e-6,0.0738
InsurePal,IPL,Distributed social proof insurance.,11.719999999999999,827,434604,3378,0,0,0.0019
Amon,AMN,"Amon Wallet allows you to manage all your assets in one place, with a top-level user experience.",-1.3,21318,6461701,3337,2e-6,0,0.009399999999999999
FOAM Token,FOAM,The FOAM Proof of Location protocol is a permissionless and autonomous network of radio beacons that can offer secure location services independent of external centralized sources such as GPS,8.27,79190,25197498,3287,1.7e-5,1e-6,0.07120000000000001
BezantToken,BZNT,A decentralized payment platform enabling the creation of robust applications,-88.32,819,104574,3283,0,0,2e-4
Feed,IFT,We are building the world's first NEXT-GEN CRYPTOCURRENCY SOCIAL NETWORK.,NA,0,63025,3278,0,0,3e-4
SwarmCity,SWT,Swarm City is a decentralized peer to peer sharing economy,3.53,58,734640,3230,2.1000000000000002e-5,2e-6,0.08610000000000001
TrueFi,TRU,TrueFi is a DeFi protocol for uncollateralized lending powered by the TRU token. TRU Stakers to assess the creditworthiness of the loans,6.819999999999999,4332008,93202050,3215,9.2e-5,7e-6,0.3753
Fractal Protocol Token,FCL,"The Fractal Protocol is an open-source protocol designed to rebalance the incentives that make a free and open Web work for all. It builds a new equilibrium that respects user privacy, rewards content creators, and protects advertisers from fraud.",3.77,565375,36327222,3209,1.9600000000000002e-4,1.6000000000000003e-5,0.7987
Woofy,WOOFY,Wuff wuff.,24.18,3945144,19445047,3199,1.9e-5,2e-6,0.0791
Sharpay,S,Sharpay is the share button with blockchain profit,-0.39,5091,498214,3168,0,0,2e-4
GHOST,GHOST,GHOST is a Proof of Stake privacy coin to help make you nothing but a 'ghost' when transacting online!,-4.970000000000001,264634,8160417,3167,1.23e-4,1e-5,0.5
Tellor Tributes,TRB,Tellor is a decentralized oracle that provides an on-chain data bank where staked miners compete to add the data points.,16.310000000000002,99337318,184455285,3157,0.027057,0.002185,110.29
DeltaChain Token,DELTA,"DeltaChain inherits and develops the Ethereum technology platform, with open source P2P accelerates all transactions quickly, minimises risk, enhances high security, and does not involve any third parties.",NA,1,272527,3143,0,0,0
Bigbom,BBO,"Bigbom Eco serves as a decentralized advertising ecosystem for all parties involved in online advertising, inclusive of advertisers, service providers, content publishers, advertising channels, platforms and more.",NA,89617,293637,3117,0,0,8e-4
NimiqNetwork,NET,A Browser-based Blockchain & Ecosystem,3.21,1425053,76378374,3112,2e-6,0,0.0098
blocktrade,BTT,"Blocktrade.com is a trading facility for Crypto Assets, Crypto Traded Indices, and other blockchain related Financial Instruments.",NA,0,195,3091,0,0,0
Opus,OPT,Decentralised music platform built on Ethereum and IPFS.,14.47,734,620537,3012,1e-6,0,0.0044
Hacken,HKN,Global Tokenized Business with Operating Cybersecurity Products.,NA,0,713353,3009,3.2e-5,3e-6,0.13
BDT Token,BDT,"The ICO market is becoming more regulated, but this isn’t stopping scams from penetrating the cryptocurrency community. That is why we created the Founding Community Bitdepositary with integrated payment systems.",NA,0,3333331,2962,8e-6,1e-6,0.0327
Flixx,FLIXX,Community based video distribution.,8.25,21022,2003398,2954,1e-5,1e-6,0.039
Digital Reserve Currency,DRC,Digital Reserve Currency (DRC) was designed to become a decentralized digital store of value with a limited supply and a zero inflation rate. The token is fully developed and operational and its holders are immediately able to use it for its intended functionality on Ethereum blockchain.,9.48,939120,10697668,2940,3e-6,0,0.0107
SENTinel,SENT,A modern VPN backed by blockchain anonymity and security.,7.159999999999999,35372,41530904,2907,5e-6,0,0.0208
Frax Share,FXS,"Frax is a fractional-algorithmic stablecoin protocol. Frax is open-source, permissionless, and entirely on-chain – currently implemented on Ethereum. The end goal of the Frax protocol is to provide a highly scalable, decentralized, algorithmic money in place of fixed-supply assets like BTC.",2.9299999999999997,5129293,55412208,2899,0.0012170000000000002,9.800000000000001e-5,4.96
Global Messaging Token,GMT,Communication Platforms Built on the Ethereum Blockchain.,NA,16,630089,2880,1e-6,0,0.005
PieDAO DOUGH v2,DOUGH,DOUGH is the PieDAO governance token. Owning DOUGH makes you a member of PieDAO. Holders are capable of participating in the DAO’s governance votes and proposing votes of their own.,-3.2600000000000002,842210,22915827,2815,3.85e-4,3.1e-5,1.57
Mozo Token,MOZO,Mozo Project is a blockchain-based solution designed to help brick & mortar retailers drive foot traffic to their venues.,NA,0,792416,2812,0,0,0.001
Zippie,ZIPT,The Zipper token pre-sale concluded on the 3rd of January 2018 after reached the $3M hard cap one day before the planned end date.,29.99,6490,2454421,2786,1e-6,0,0.0061
MEDX TOKEN,MEDX,Decentralized healthcare information system,-1.76,124540,12823655,2761,1e-6,0,0.0037
BAC,BAC,"Basis Cash has two farmable tokens - Basis Cash, a stable coin that seeks to be valued at $1 and Basis Share, an ownership token which receives inflationary rewards from Basis Cash, deriving value from the increased adoption of Basis Cash.",3.22,337099,15299021,2740,6.7e-5,5e-6,0.2736
Linkey Token,LKY,A platform to connect digital assets to real community.,NA,0,956924,2739,5e-6,0,0.0191
